1 ,80588.12
2 ,40612.62
3 ,27130.88
4 ,20206.67
5 ,16287.56
6 ,13581.32
7 ,11651.82
8 ,10194.40
9 ,9066.18
10 ,8165.82
11 ,7427.15
12 ,6811.14
13 ,6286.74
14 ,5842.79
15 ,5453.86
16 ,5111.59
17 ,4814.01
18 ,4521.07
19 ,4309.81
20 ,4094.75
21 ,3902.40
22 ,3723.90
23 ,3563.95
24 ,3415.25
25 ,3280.16
26 ,3153.54
27 ,3038.75
28 ,2930.20
29 ,2828.73
30 ,2735.79
31 ,2648.75
32 ,2550.72
